id,teks,label,kategori
482,Saya membaca kabar bahwa Situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
483,Apakah benar bahwa mahasiswa harus mengirim foto kartu identitas dan password email ke nomor pribadi untuk aktivasi kuliah.,tidak_valid,keamanan digital
484,Benarkah diskusi kelas dapat membantu mahasiswa memahami materi melalui pertukaran pendapat dan argumentasi.,valid,perkuliahan
485,Saya membaca kabar bahwa Mahasiswa perlu memperhatikan prasyarat mata kuliah sebelum mengambil mata kuliah lanjutan. Mohon dijelaskan secara singkat.,valid,layanan akademik
486,Apakah benar bahwa KRS adalah Kartu Rencana Studi yang berisi daftar mata kuliah yang diambil mahasiswa pada satu semester. Mohon dijelaskan secara singkat.,valid,layanan akademik
487,"Mohon bantu periksa: LMS dapat digunakan untuk mengakses materi, mengumpulkan tugas, mengikuti kuis, dan melihat informasi pembelajaran. Mohon dijelaskan secara singkat.",valid,teknologi pendidikan
488,Tolong cek informasi ini: Mahasiswa tidak perlu memeriksa sumber informasi jika judul berita terlihat meyakinkan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
489,Apakah benar bahwa penggunaan AI dalam tugas akademik tetap harus memperhatikan etika dan pemahaman pribadi.,valid,etika akademik
490,"Apakah benar bahwa silabus berisi gambaran materi, capaian pembelajaran, metode penilaian, dan rencana kegiatan perkuliahan.",valid,perkuliahan
491,Apakah informasi ini valid: informasi kelas pengganti sebaiknya dikonfirmasi kepada dosen pengampu atau program studi.,valid,perkuliahan
492,Ada informasi yang menyatakan bahwa Mahasiswa baru biasanya mengikuti kegiatan pengenalan kampus untuk memahami lingkungan akademik dan aturan perkuliahan.,valid,informasi kampus
493,Mohon bantu periksa: Mahasiswa baru biasanya mengikuti kegiatan pengenalan kampus untuk memahami lingkungan akademik dan aturan perkuliahan. Mohon dijelaskan secara singkat.,valid,informasi kampus
494,Apakah informasi ini valid: mahasiswa perlu menggunakan referensi ilmiah dalam penulisan laporan.,valid,sumber belajar
495,Ada informasi yang menyatakan bahwa Mahasiswa perlu membaca modul atau bahan ajar sebelum mengikuti perkuliahan agar lebih siap memahami materi. Mohon dijelaskan secara singkat.,valid,perkuliahan
496,Saya membaca kabar bahwa dosen pembimbing akademik membantu mahasiswa dalam merencanakan studi dan menyelesaikan kendala akademik.,valid,layanan akademik
497,Ada informasi yang menyatakan bahwa Tugas kuliah boleh sepenuhnya disalin dari internet tanpa membaca isinya. Mohon dijelaskan secara singkat.,tidak_valid,etika akademik
498,Saya membaca kabar bahwa Pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
499,Ada informasi yang menyatakan bahwa nilai KHS dapat dinaikkan secara otomatis melalui website tidak resmi.,tidak_valid,hoaks akademik
500,"Mohon bantu periksa: Kejujuran akademik diperlukan dalam ujian, tugas, praktikum, dan penulisan karya ilmiah. Mohon dijelaskan secara singkat.",valid,etika akademik
501,Benarkah mahasiswa boleh membuka link akademik dari nomor tidak dikenal tanpa memeriksa sumbernya.,tidak_valid,keamanan digital
502,Tolong cek informasi ini: akun resmi kampus biasanya memiliki identitas yang jelas dan terhubung dengan kanal resmi universitas.,valid,literasi digital
503,"Mohon bantu periksa: Portal akademik digunakan mahasiswa untuk mengakses layanan seperti KRS, KHS, jadwal kuliah, dan informasi akademik. Mohon dijelaskan secara singkat.",valid,layanan akademik
504,Saya mendapatkan informasi bahwa Portal akademik resmi dapat diganti oleh link pendek yang dikirim nomor tidak dikenal. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
505,Ada informasi yang menyatakan bahwa IPK adalah Indeks Prestasi Kumulatif yang menunjukkan rata-rata prestasi akademik mahasiswa selama kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
506,Apakah informasi ini valid: proposal penelitian digunakan untuk menjelaskan rencana penelitian sebelum pelaksanaan penelitian dilakukan.,valid,penelitian dan skripsi
507,Mohon bantu periksa: mahasiswa boleh membuka link akademik dari nomor tidak dikenal tanpa memeriksa sumbernya.,tidak_valid,keamanan digital
508,Apakah informasi ini valid: sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme.,valid,sumber belajar
509,Mohon bantu periksa: Mahasiswa harus mengirim foto kartu identitas dan password email ke nomor pribadi untuk aktivasi kuliah. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
510,Saya mendapatkan informasi bahwa Mahasiswa dijamin lulus semua mata kuliah jika membayar biaya tambahan ke rekening pribadi. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
511,"Apakah benar bahwa organisasi mahasiswa dapat menjadi wadah pengembangan soft skill, kepemimpinan, dan kerja sama.",valid,informasi kampus
512,"Saya membaca kabar bahwa lMS dapat digunakan untuk mengakses materi, mengumpulkan tugas, mengikuti kuis, dan melihat informasi pembelajaran.",valid,teknologi pendidikan
513,Benarkah uAS adalah Ujian Akhir Semester yang digunakan untuk mengevaluasi pemahaman mahasiswa setelah perkuliahan selesai.,valid,ujian dan nilai
514,Tolong cek informasi ini: mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal.,tidak_valid,etika akademik
515,Di grup mahasiswa tertulis bahwa Akun palsu yang mengatasnamakan kampus dapat menjadi sumber utama informasi akademik. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
516,Mohon bantu periksa: UKT adalah biaya pendidikan yang dibayarkan mahasiswa sesuai ketentuan perguruan tinggi. Mohon dijelaskan secara singkat.,valid,administrasi kampus
517,Ada informasi yang menyatakan bahwa presensi kuliah digunakan untuk mencatat kehadiran mahasiswa dalam kegiatan perkuliahan.,valid,perkuliahan
518,Apakah benar bahwa Keterlambatan pengumpulan tugas dapat memengaruhi penilaian jika aturan tersebut tercantum dalam ketentuan mata kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
519,Tolong cek informasi ini: Akun resmi kampus biasanya memiliki identitas yang jelas dan terhubung dengan kanal resmi universitas. Mohon dijelaskan secara singkat.,valid,literasi digital
520,Tolong cek informasi ini: Literasi digital membantu mahasiswa mengevaluasi informasi sebelum mempercayai atau membagikannya. Mohon dijelaskan secara singkat.,valid,literasi digital
521,Jurnal ilmiah dapat digunakan sebagai referensi akademik karena memuat hasil penelitian yang telah dikaji secara ilmiah.,valid,sumber belajar
522,Benarkah jurnal ilmiah dapat digunakan sebagai referensi akademik karena memuat hasil penelitian yang telah dikaji secara ilmiah.,valid,sumber belajar
523,Mohon bantu periksa: Keterlambatan pengumpulan tugas dapat memengaruhi penilaian jika aturan tersebut tercantum dalam ketentuan mata kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
524,Saya mendapatkan informasi bahwa Kode OTP beasiswa harus dikirim ke admin pribadi agar bantuan pendidikan dapat dicairkan. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
525,Parafrase tetap memerlukan sitasi apabila gagasan yang digunakan berasal dari sumber lain.,valid,etika akademik
526,Saya membaca kabar bahwa semua informasi viral tentang kampus pasti benar karena banyak dibagikan.,tidak_valid,literasi digital
527,Apakah benar bahwa cuti akademik adalah izin berhenti sementara dari kegiatan perkuliahan sesuai ketentuan kampus.,valid,administrasi kampus
528,Apakah benar bahwa Surat aktif kuliah biasanya digunakan sebagai bukti bahwa mahasiswa masih terdaftar aktif di perguruan tinggi. Mohon dijelaskan secara singkat.,valid,administrasi kampus
529,Di grup mahasiswa tertulis bahwa informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik.,tidak_valid,hoaks beasiswa
530,"Apakah informasi ini valid: Portal akademik digunakan mahasiswa untuk mengakses layanan seperti KRS, KHS, jadwal kuliah, dan informasi akademik. Mohon dijelaskan secara singkat.",valid,layanan akademik
531,Saya mendapatkan informasi bahwa IPK adalah Indeks Prestasi Kumulatif yang menunjukkan rata-rata prestasi akademik mahasiswa selama kuliah. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
532,Di grup mahasiswa tertulis bahwa Mahasiswa baru biasanya mengikuti kegiatan pengenalan kampus untuk memahami lingkungan akademik dan aturan perkuliahan.,valid,informasi kampus
533,Informasi beasiswa tanpa penyelenggara jelas tetap dapat dipercaya jika terlihat menarik.,tidak_valid,hoaks beasiswa
534,Benarkah Tugas kuliah merupakan bagian dari proses evaluasi pembelajaran mahasiswa. Mohon dijelaskan secara singkat.,valid,perkuliahan
535,Apakah informasi ini valid: Situs yang meminta PIN ATM untuk bantuan pendidikan dapat dipercaya jika tampilannya mirip website resmi. Mohon dijelaskan secara singkat.,tidak_valid,keamanan digital
536,Mohon bantu periksa: Presensi kuliah digunakan untuk mencatat kehadiran mahasiswa dalam kegiatan perkuliahan. Mohon dijelaskan secara singkat.,valid,perkuliahan
537,"Saya mendapatkan informasi bahwa Mahasiswa sebaiknya memeriksa informasi beasiswa melalui website resmi kampus, kementerian, atau lembaga penyelenggara.",valid,beasiswa
538,Mohon bantu periksa: mahasiswa baru wajib transfer uang ke nomor pribadi agar bisa mendapatkan akun akademik.,tidak_valid,hoaks akademik
539,Apakah informasi ini valid: nilai KHS dapat dinaikkan secara otomatis melalui website tidak resmi.,tidak_valid,hoaks akademik
540,Mohon bantu periksa: Beasiswa resmi hanya diberikan kepada mahasiswa yang menyebarkan pesan ke banyak grup. Mohon dijelaskan secara singkat.,tidak_valid,hoaks beasiswa
541,Saya mendapatkan informasi bahwa mahasiswa dapat mengabaikan aturan sitasi selama tugas terlihat rapi.,tidak_valid,etika akademik
542,"Portal akademik digunakan mahasiswa untuk mengakses layanan seperti KRS, KHS, jadwal kuliah, dan informasi akademik.",valid,layanan akademik
543,Apakah benar bahwa mahasiswa perlu membaca pedoman akademik agar memahami aturan studi.,valid,layanan akademik
544,Tolong cek informasi ini: tautan mencurigakan perlu dihindari jika meminta data pribadi atau mengarahkan ke domain tidak dikenal.,valid,keamanan digital
545,Transkrip nilai memuat daftar mata kuliah dan nilai yang telah diperoleh mahasiswa selama masa studi.,valid,ujian dan nilai
546,Bisakah chatbot menilai informasi berikut: Nilai KHS dapat dinaikkan secara otomatis melalui website tidak resmi. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
547,"Saya membaca kabar bahwa dosen pembimbing skripsi membantu mahasiswa dalam proses penyusunan, perbaikan, dan penyelesaian skripsi.",valid,penelitian dan skripsi
548,Saya mendapatkan informasi bahwa Sitasi diperlukan untuk menunjukkan sumber rujukan dan menghindari plagiarisme. Mohon dijelaskan secara singkat.,valid,sumber belajar
549,Tolong cek informasi ini: informasi kelas pengganti sebaiknya dikonfirmasi kepada dosen pengampu atau program studi.,valid,perkuliahan
550,Apakah benar bahwa mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal.,tidak_valid,etika akademik
551,Benarkah mahasiswa perlu membaca pedoman akademik agar memahami aturan studi.,valid,layanan akademik
552,Bisakah chatbot menilai informasi berikut: Keterlambatan pengumpulan tugas dapat memengaruhi penilaian jika aturan tersebut tercantum dalam ketentuan mata kuliah.,valid,ujian dan nilai
553,Apakah benar bahwa Parafrase tetap memerlukan sitasi apabila gagasan yang digunakan berasal dari sumber lain. Mohon dijelaskan secara singkat.,valid,etika akademik
554,Saya membaca kabar bahwa Praktikum membantu mahasiswa menerapkan teori ke dalam kegiatan percobaan atau praktik langsung. Mohon dijelaskan secara singkat.,valid,perkuliahan
555,Apakah benar bahwa berita yang hanya berasal dari pesan berantai perlu diperiksa ulang sebelum dipercaya.,valid,literasi digital
556,Mohon bantu periksa: proposal penelitian digunakan untuk menjelaskan rencana penelitian sebelum pelaksanaan penelitian dilakukan.,valid,penelitian dan skripsi
557,Ada informasi yang menyatakan bahwa berita yang hanya berasal dari pesan berantai perlu diperiksa ulang sebelum dipercaya.,valid,literasi digital
558,Apakah informasi ini valid: UAS adalah Ujian Akhir Semester yang digunakan untuk mengevaluasi pemahaman mahasiswa setelah perkuliahan selesai. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
559,Di grup mahasiswa tertulis bahwa SKS adalah Satuan Kredit Semester yang menunjukkan beban studi suatu mata kuliah. Mohon dijelaskan secara singkat.,valid,layanan akademik
560,Ada informasi yang menyatakan bahwa Kode OTP tidak boleh diberikan kepada orang lain karena dapat digunakan untuk mengakses akun pribadi. Mohon dijelaskan secara singkat.,valid,keamanan digital
561,Apakah informasi ini valid: password akun kampus boleh dikirim melalui chat kepada orang yang mengaku admin.,tidak_valid,keamanan digital
562,Benarkah pengumuman akademik dari screenshot tanpa sumber resmi dapat langsung dipercaya.,tidak_valid,hoaks digital
563,Apakah benar bahwa Nilai KHS dapat dinaikkan secara otomatis melalui website tidak resmi. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
564,Tolong cek informasi ini: Mahasiswa perlu membandingkan informasi dari beberapa sumber sebelum mengambil keputusan akademik. Mohon dijelaskan secara singkat.,valid,literasi digital
565,Ada informasi yang menyatakan bahwa IPS adalah Indeks Prestasi Semester yang menunjukkan capaian nilai mahasiswa dalam satu semester. Mohon dijelaskan secara singkat.,valid,ujian dan nilai
566,Benarkah Cuti akademik adalah izin berhenti sementara dari kegiatan perkuliahan sesuai ketentuan kampus. Mohon dijelaskan secara singkat.,valid,administrasi kampus
567,Tolong cek informasi ini: mahasiswa dijamin lulus semua mata kuliah jika membayar biaya tambahan ke rekening pribadi.,tidak_valid,hoaks akademik
568,Saya membaca kabar bahwa Nilai KHS dapat dinaikkan secara otomatis melalui website tidak resmi. Mohon dijelaskan secara singkat.,tidak_valid,hoaks akademik
569,Benarkah kode OTP tidak boleh diberikan kepada orang lain karena dapat digunakan untuk mengakses akun pribadi.,valid,keamanan digital
570,Apakah informasi ini valid: Semua informasi viral tentang kampus pasti benar karena banyak dibagikan. Mohon dijelaskan secara singkat.,tidak_valid,literasi digital
571,"Silabus berisi gambaran materi, capaian pembelajaran, metode penilaian, dan rencana kegiatan perkuliahan.",valid,perkuliahan
572,Saya membaca kabar bahwa Presensi kuliah digunakan untuk mencatat kehadiran mahasiswa dalam kegiatan perkuliahan. Mohon dijelaskan secara singkat.,valid,perkuliahan
573,Apakah benar bahwa mahasiswa perlu menjaga data pribadi ketika menggunakan layanan digital kampus.,valid,keamanan digital
574,Apakah benar bahwa Mahasiswa perlu logout dari akun akademik setelah menggunakan komputer umum. Mohon dijelaskan secara singkat.,valid,keamanan digital
575,Apakah informasi ini valid: Pendaftaran seminar resmi hanya perlu membayar ke rekening pribadi tanpa informasi penyelenggara. Mohon dijelaskan secara singkat.,tidak_valid,hoaks digital
576,"Tolong cek informasi ini: Pengumuman akademik resmi biasanya disampaikan melalui website kampus, fakultas, program studi, atau portal akademik. Mohon dijelaskan secara singkat.",valid,administrasi kampus
577,Saya membaca kabar bahwa mahasiswa perlu memeriksa nilai melalui portal akademik atau sumber resmi yang disediakan kampus.,valid,ujian dan nilai
578,Di grup mahasiswa tertulis bahwa Kode OTP tidak boleh diberikan kepada orang lain karena dapat digunakan untuk mengakses akun pribadi. Mohon dijelaskan secara singkat.,valid,keamanan digital
579,Mahasiswa tidak perlu mencantumkan sumber ketika menyalin tulisan dari jurnal.,tidak_valid,etika akademik
